id,bhk,property_type,sharing_type,gender_preference,location,area,,furnished,ac,fridge,washing_machine,geyser,wifi,water_24h,parking,cooking_allowed,light_bill_included,full_rent
2454,3BHK,Flat,Full,Any,Sector 13,Gandhinagar,,Semi,Yes,Yes,Yes,No,No,Yes,No,Yes,No,17000
2455,3BHK,Flat,Full,Any,Sargasan,Gandhinagar,,Fully,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,42000
2456,2BHK,Room,Sharing,Any,Infocity,Gandhinagar,,Semi,No,Yes,Yes,No,No,Yes,Yes,Yes,No,31000
2457,2BHK,Flat,Sharing,Any,Sector 13,Gandhinagar,,Fully,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,13000
2458,3BHK,Room,Sharing,Boys,Sector 2,Gandhinagar,,Basic,No,Yes,No,No,No,Yes,No,Yes,Yes,30000
2459,1BHK,Room,Sharing,Any,Sector 13,Gandhinagar,,Basic,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,7000
2460,2BHK,Tenament,Full,Girls,Sector 3,Gandhinagar,,Fully,No,Yes,No,Yes,No,Yes,No,Yes,Yes,11000
2461,2BHK,House,Sharing,Girls,Sector 3,Gandhinagar,,Basic,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,12000
2462,2BHK,Flat,Sharing,Family,Sector 13,Gandhinagar,,Semi,No,No,No,Yes,No,Yes,Yes,Yes,No,10000
2463,2BHK,House,Sharing,Boys,Infocity,Gandhinagar,,Fully,No,Yes,Yes,No,No,Yes,No,Yes,Yes,30000
2464,1BHK,House,Full,Girls,Sector 3,Gandhinagar,,Semi,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,8000
2465,3BHK,House,Full,Girls,Raysan,Gandhinagar,,Basic,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,29000
2466,2BHK,Tenament,Full,Girls,Sector 13,Gandhinagar,,Semi,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,11000
2467,1BHK,House,Full,Family,Vavol,Gandhinagar,,Semi,No,No,Yes,No,No,Yes,Yes,Yes,Yes,12000
2468,3BHK,House,Sharing,Boys,Sector 13,Gandhinagar,,Basic,Yes,No,Yes,Yes,No,Yes,No,Yes,No,15000
2469,2BHK,Tenament,Sharing,Boys,Sector 3,Gandhinagar,,Fully,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,15000
2470,1BHK,Tenament,Full,Boys,Sector 3,Gandhinagar,,Fully,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,8000
2471,1BHK,Flat,Full,Any,Sector 6,Gandhinagar,,Fully,No,No,No,No,No,Yes,No,Yes,No,13000
2472,1BHK,House,Sharing,Girls,Infocity,Gandhinagar,,Fully,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,22000
2473,2BHK,Flat,Full,Family,Sector 3,Gandhinagar,,Fully,Yes,No,No,No,No,Yes,Yes,Yes,No,12000
2474,3BHK,Flat,Sharing,Boys,Sargasan,Gandhinagar,,Fully,No,Yes,No,Yes,No,Yes,No,Yes,Yes,37000
2475,1BHK,Tenament,Sharing,Girls,Sector 2,Gandhinagar,,Fully,Yes,No,Yes,Yes,No,Yes,No,Yes,No,14000
2476,2BHK,House,Full,Family,Infocity,Gandhinagar,,Basic,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,26000
2477,1BHK,Tenament,Full,Any,Raysan,Gandhinagar,,Basic,No,No,Yes,No,No,Yes,Yes,Yes,No,14000
2478,2BHK,Room,Full,Any,Kudasan,Gandhinagar,,Fully,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,20000
2479,1BHK,Tenament,Sharing,Girls,Vavol,Gandhinagar,,Semi,No,No,Yes,Yes,No,Yes,No,Yes,No,9000
2480,1BHK,Flat,Sharing,Boys,Sector 6,Gandhinagar,,Basic,Yes,No,Yes,No,No,Yes,No,Yes,No,13000
2481,2BHK,Flat,Full,Any,Sector 13,Gandhinagar,,Basic,Yes,No,Yes,No,Yes,Yes,No,Yes,No,9000
2482,2BHK,Room,Sharing,Any,Sector 5A,Gandhinagar,,Fully,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,18000
2483,1BHK,Room,Sharing,Any,Sector 6,Gandhinagar,,Fully,No,No,No,No,No,Yes,Yes,Yes,Yes,13000
2484,1BHK,Room,Full,Boys,Kudasan,Gandhinagar,,Basic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,14000
2485,2BHK,Room,Full,Girls,Sector 2,Gandhinagar,,Basic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,21000
2486,1BHK,Tenament,Full,Any,Sector 5A,Gandhinagar,,Semi,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,10000
2487,1BHK,Tenament,Full,Family,Sector 13,Gandhinagar,,Basic,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,6000
2488,2BHK,Flat,Sharing,Girls,Raysan,Gandhinagar,,Basic,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,22000
2489,2BHK,Room,Full,Family,Vavol,Gandhinagar,,Fully,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,12000
2490,3BHK,Room,Sharing,Family,Sector 5A,Gandhinagar,,Semi,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,26000
2491,3BHK,House,Sharing,Boys,Kudasan,Gandhinagar,,Basic,No,No,Yes,No,Yes,Yes,No,Yes,Yes,32000
2492,3BHK,Room,Sharing,Girls,Sector 13,Gandhinagar,,Basic,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,17000
2493,2BHK,Tenament,Sharing,Family,Raysan,Gandhinagar,,Basic,Yes,No,No,Yes,No,Yes,Yes,Yes,No,23000
2494,2BHK,House,Sharing,Family,Sargasan,Gandhinagar,,Semi,Yes,No,No,Yes,Yes,Yes,No,Yes,No,30000
2495,2BHK,Room,Sharing,Boys,Sector 5A,Gandhinagar,,Fully,Yes,No,No,No,Yes,Yes,No,Yes,Yes,14000
2496,1BHK,Flat,Sharing,Girls,Sector 3,Gandhinagar,,Semi,Yes,No,No,Yes,No,Yes,No,Yes,Yes,8000
2497,3BHK,Room,Sharing,Family,Kudasan,Gandhinagar,,Basic,No,Yes,No,No,No,Yes,Yes,Yes,Yes,29000
2498,3BHK,Tenament,Full,Girls,Sector 5A,Gandhinagar,,Basic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,20000
2499,2BHK,Room,Sharing,Boys,Raysan,Gandhinagar,,Basic,No,No,Yes,No,No,Yes,Yes,Yes,No,25000
2500,3BHK,Tenament,Full,Boys,Sector 6,Gandhinagar,,Basic,No,No,Yes,No,No,Yes,No,Yes,No,27000
2501,1BHK,Flat,Full,Girls,Sargasan,Gandhinagar,,Fully,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,16000
2502,2BHK,House,Sharing,Girls,Sector 2,Gandhinagar,,Semi,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,20000
2503,1BHK,Flat,Sharing,Any,Sector 5A,Gandhinagar,,Semi,No,Yes,Yes,No,No,Yes,Yes,Yes,No,11000
2504,1BHK,House,Sharing,Girls,Sector 5A,Gandhinagar,,Basic,No,Yes,Yes,No,No,Yes,No,Yes,No,13000
2505,3BHK,Flat,Sharing,Family,Vavol,Gandhinagar,,Fully,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,18000
2506,3BHK,Tenament,Full,Any,Vavol,Gandhinagar,,Basic,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,22000
2507,1BHK,Tenament,Full,Any,Sector 2,Gandhinagar,,Fully,Yes,Yes,No,No,Yes,Yes,No,Yes,No,15000
2508,3BHK,Flat,Sharing,Girls,Sector 13,Gandhinagar,,Fully,Yes,Yes,No,No,Yes,Yes,No,Yes,No,14000
2509,1BHK,Tenament,Sharing,Girls,Raysan,Gandhinagar,,Basic,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,14000
2510,2BHK,Flat,Full,Any,Raysan,Gandhinagar,,Semi,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,19000
2511,1BHK,Tenament,Sharing,Any,Sector 2,Gandhinagar,,Fully,Yes,No,No,No,No,Yes,No,Yes,No,16000
2512,1BHK,House,Full,Boys,Sargasan,Gandhinagar,,Fully,No,No,Yes,No,No,Yes,No,Yes,Yes,19000
2513,1BHK,House,Full,Family,Vavol,Gandhinagar,,Fully,Yes,No,Yes,No,No,Yes,No,Yes,No,10000
2514,3BHK,Flat,Sharing,Family,Sector 2,Gandhinagar,,Basic,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,25000
2515,2BHK,House,Full,Boys,Sector 13,Gandhinagar,,Semi,No,No,No,Yes,Yes,Yes,No,Yes,No,13000
2516,1BHK,House,Sharing,Boys,Sector 13,Gandhinagar,,Fully,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8000
2517,3BHK,Tenament,Full,Any,Sector 2,Gandhinagar,,Fully,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,29000
2518,1BHK,House,Full,Girls,Kudasan,Gandhinagar,,Basic,No,Yes,Yes,No,Yes,Yes,No,Yes,No,18000
2519,3BHK,Tenament,Sharing,Family,Sector 2,Gandhinagar,,Semi,No,Yes,No,No,Yes,Yes,Yes,Yes,No,33000
2520,2BHK,House,Full,Girls,Sector 3,Gandhinagar,,Basic,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,14000
2521,1BHK,Flat,Full,Girls,Sector 5A,Gandhinagar,,Semi,No,No,Yes,No,No,Yes,No,Yes,No,13000
2522,3BHK,Tenament,Full,Girls,Infocity,Gandhinagar,,Basic,No,Yes,No,Yes,No,Yes,No,Yes,No,43000
2523,3BHK,Tenament,Full,Any,Vavol,Gandhinagar,,Basic,No,No,Yes,Yes,Yes,Yes,No,Yes,No,20000
2524,1BHK,House,Sharing,Family,Sector 3,Gandhinagar,,Fully,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,10000
2525,1BHK,Room,Full,Family,Sector 2,Gandhinagar,,Fully,No,No,No,Yes,Yes,Yes,Yes,Yes,No,16000
2526,1BHK,Tenament,Sharing,Girls,Raysan,Gandhinagar,,Fully,Yes,Yes,No,No,No,Yes,No,Yes,Yes,14000
2527,2BHK,Room,Sharing,Any,Infocity,Gandhinagar,,Semi,No,No,No,Yes,No,Yes,No,Yes,Yes,23000
2528,2BHK,House,Sharing,Boys,Infocity,Gandhinagar,,Semi,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,25000
2529,1BHK,House,Sharing,Girls,Sector 3,Gandhinagar,,Fully,No,No,Yes,Yes,No,Yes,Yes,Yes,No,8000
2530,2BHK,Tenament,Sharing,Any,Sector 5A,Gandhinagar,,Fully,No,No,Yes,No,No,Yes,Yes,Yes,No,18000
2531,1BHK,Tenament,Full,Girls,Infocity,Gandhinagar,,Basic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,20000
2532,3BHK,Flat,Sharing,Any,Sargasan,Gandhinagar,,Fully,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,33000
2533,2BHK,Flat,Sharing,Girls,Sector 2,Gandhinagar,,Basic,No,Yes,Yes,No,No,Yes,No,Yes,Yes,20000
2534,2BHK,Room,Sharing,Any,Sector 13,Gandhinagar,,Semi,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,9000
2535,1BHK,Tenament,Sharing,Girls,Sector 13,Gandhinagar,,Fully,Yes,No,No,No,Yes,Yes,No,Yes,No,7000
2536,1BHK,House,Sharing,Girls,Infocity,Gandhinagar,,Basic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,15000
2537,3BHK,Room,Sharing,Any,Sector 13,Gandhinagar,,Fully,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,15000
2538,3BHK,Tenament,Full,Family,Kudasan,Gandhinagar,,Basic,No,Yes,No,No,Yes,Yes,No,Yes,No,34000
2539,1BHK,Room,Sharing,Any,Sector 5A,Gandhinagar,,Fully,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,11000
2540,2BHK,House,Sharing,Family,Vavol,Gandhinagar,,Fully,Yes,No,No,No,No,Yes,Yes,Yes,No,15000
2541,2BHK,Room,Sharing,Girls,Sector 13,Gandhinagar,,Semi,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,10000
2542,2BHK,Tenament,Full,Girls,Sector 5A,Gandhinagar,,Fully,No,No,No,No,Yes,Yes,No,Yes,No,17000
2543,1BHK,Tenament,Full,Any,Sector 13,Gandhinagar,,Semi,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,9000
2544,3BHK,Flat,Full,Family,Sector 6,Gandhinagar,,Fully,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,28000
2545,2BHK,House,Sharing,Girls,Sector 5A,Gandhinagar,,Semi,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,18000
2546,3BHK,Tenament,Full,Girls,Sector 5A,Gandhinagar,,Fully,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,23000
2547,3BHK,House,Full,Any,Infocity,Gandhinagar,,Semi,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,40000
2548,3BHK,Tenament,Full,Boys,Raysan,Gandhinagar,,Semi,No,Yes,No,Yes,No,Yes,Yes,Yes,No,29000
2549,3BHK,House,Sharing,Family,Sector 2,Gandhinagar,,Semi,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,30000
2550,1BHK,House,Sharing,Any,Sector 3,Gandhinagar,,Basic,Yes,No,No,No,No,Yes,No,Yes,Yes,10000
2551,1BHK,Room,Sharing,Any,Sector 2,Gandhinagar,,Basic,No,No,Yes,No,No,Yes,Yes,Yes,No,14000
2552,3BHK,Room,Full,Any,Vavol,Gandhinagar,,Fully,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,21000
2553,2BHK,Room,Full,Boys,Vavol,Gandhinagar,,Basic,No,Yes,Yes,No,No,Yes,Yes,Yes,No,13000
2554,2BHK,House,Sharing,Girls,Sector 3,Gandhinagar,,Semi,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,13000
2555,3BHK,House,Sharing,Any,Sector 5A,Gandhinagar,,Basic,No,Yes,Yes,No,Yes,Yes,No,Yes,No,22000
2556,2BHK,Flat,Sharing,Girls,Kudasan,Gandhinagar,,Fully,Yes,No,Yes,No,No,Yes,No,Yes,No,25000
2557,1BHK,House,Sharing,Family,Sector 5A,Gandhinagar,,Basic,Yes,Yes,No,No,No,Yes,Yes,Yes,No,11000
2558,3BHK,House,Full,Any,Vavol,Gandhinagar,,Fully,No,Yes,No,No,No,Yes,No,Yes,Yes,18000
2559,1BHK,Flat,Full,Any,Infocity,Gandhinagar,,Semi,No,No,Yes,No,No,Yes,No,Yes,Yes,17000
2560,2BHK,Tenament,Full,Family,Sector 2,Gandhinagar,,Basic,Yes,No,No,No,Yes,Yes,Yes,Yes,No,19000
2561,3BHK,Room,Sharing,Any,Sector 2,Gandhinagar,,Fully,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,27000
2562,1BHK,Flat,Sharing,Family,Sector 5A,Gandhinagar,,Basic,Yes,No,Yes,Yes,No,Yes,No,Yes,No,11000
2563,3BHK,Flat,Sharing,Boys,Raysan,Gandhinagar,,Fully,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,28000
2564,1BHK,Room,Full,Boys,Raysan,Gandhinagar,,Basic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,17000
2565,2BHK,Tenament,Sharing,Girls,Sargasan,Gandhinagar,,Semi,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,23000
2566,2BHK,Tenament,Full,Any,Sargasan,Gandhinagar,,Semi,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,24000
2567,2BHK,House,Full,Boys,Sargasan,Gandhinagar,,Semi,Yes,No,Yes,Yes,No,Yes,No,Yes,No,30000
2568,3BHK,Tenament,Sharing,Boys,Raysan,Gandhinagar,,Fully,No,Yes,Yes,No,No,Yes,Yes,Yes,No,33000
2569,3BHK,Flat,Full,Any,Kudasan,Gandhinagar,,Basic,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,32000
2570,2BHK,Room,Sharing,Boys,Sector 3,Gandhinagar,,Semi,No,No,No,Yes,Yes,Yes,Yes,Yes,No,12000
2571,2BHK,Room,Sharing,Girls,Sector 13,Gandhinagar,,Semi,No,Yes,Yes,No,No,Yes,Yes,Yes,No,10000
2572,1BHK,Room,Sharing,Any,Sector 2,Gandhinagar,,Semi,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,16000
2573,2BHK,Tenament,Full,Family,Kudasan,Gandhinagar,,Fully,No,No,No,No,No,Yes,No,Yes,Yes,21000
2574,1BHK,House,Sharing,Family,Sargasan,Gandhinagar,,Fully,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,15000
2575,2BHK,Flat,Sharing,Girls,Sector 5A,Gandhinagar,,Semi,Yes,Yes,No,Yes,No,Yes,No,Yes,No,18000
2576,3BHK,Room,Sharing,Girls,Sector 2,Gandhinagar,,Basic,Yes,No,No,No,No,Yes,No,Yes,No,29000
2577,3BHK,Flat,Full,Boys,Sector 6,Gandhinagar,,Semi,No,No,Yes,No,Yes,Yes,Yes,Yes,No,26000
2578,3BHK,Room,Sharing,Boys,Vavol,Gandhinagar,,Fully,No,Yes,Yes,No,Yes,Yes,No,Yes,No,23000
2579,3BHK,Flat,Full,Girls,Sector 13,Gandhinagar,,Fully,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,18000
2580,2BHK,House,Full,Family,Sector 13,Gandhinagar,,Fully,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,9000
2581,1BHK,Flat,Sharing,Boys,Infocity,Gandhinagar,,Fully,No,Yes,Yes,No,Yes,Yes,No,Yes,No,17000
2582,2BHK,Tenament,Full,Boys,Raysan,Gandhinagar,,Fully,No,Yes,No,Yes,No,Yes,Yes,Yes,No,23000
2583,1BHK,Flat,Sharing,Girls,Sector 3,Gandhinagar,,Fully,Yes,No,No,No,No,Yes,Yes,Yes,No,7000
2584,1BHK,Flat,Full,Any,Sector 6,Gandhinagar,,Fully,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,11000
2585,2BHK,Flat,Full,Boys,Vavol,Gandhinagar,,Fully,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,13000
2586,1BHK,House,Full,Girls,Sector 2,Gandhinagar,,Semi,No,Yes,No,Yes,No,Yes,No,Yes,Yes,15000
2587,1BHK,Room,Full,Boys,Vavol,Gandhinagar,,Semi,No,Yes,No,Yes,No,Yes,No,Yes,No,8000
2588,2BHK,Flat,Full,Any,Kudasan,Gandhinagar,,Semi,No,Yes,Yes,No,Yes,Yes,No,Yes,No,28000
2589,2BHK,Tenament,Sharing,Family,Infocity,Gandhinagar,,Fully,No,No,No,Yes,Yes,Yes,No,Yes,No,32000
2590,1BHK,Flat,Full,Family,Kudasan,Gandhinagar,,Semi,Yes,No,No,No,No,Yes,Yes,Yes,Yes,14000
2591,2BHK,Room,Full,Family,Sargasan,Gandhinagar,,Fully,No,No,No,Yes,No,Yes,Yes,Yes,Yes,21000
2592,3BHK,House,Sharing,Any,Sector 5A,Gandhinagar,,Semi,No,No,Yes,Yes,No,Yes,Yes,Yes,No,26000
2593,1BHK,Tenament,Sharing,Girls,Infocity,Gandhinagar,,Fully,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,18000
2594,1BHK,House,Full,Boys,Sector 3,Gandhinagar,,Fully,No,No,No,Yes,No,Yes,Yes,Yes,Yes,10000
2595,2BHK,Tenament,Full,Any,Sector 6,Gandhinagar,,Fully,No,Yes,Yes,No,Yes,Yes,No,Yes,No,18000
2596,2BHK,Room,Full,Family,Kudasan,Gandhinagar,,Fully,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,28000
2597,1BHK,House,Sharing,Boys,Infocity,Gandhinagar,,Semi,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,22000
2598,3BHK,Room,Sharing,Any,Sector 6,Gandhinagar,,Basic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,24000
2599,1BHK,Tenament,Full,Family,Sector 3,Gandhinagar,,Semi,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,9000
2600,2BHK,Tenament,Full,Boys,Sector 2,Gandhinagar,,Semi,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,17000
2601,2BHK,Room,Sharing,Any,Kudasan,Gandhinagar,,Semi,No,No,No,No,No,Yes,No,Yes,Yes,28000
2602,3BHK,Flat,Sharing,Girls,Sector 5A,Gandhinagar,,Semi,Yes,Yes,No,No,No,Yes,No,Yes,No,26000
2603,3BHK,Tenament,Full,Any,Sector 5A,Gandhinagar,,Semi,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,26000
2604,1BHK,Room,Full,Boys,Kudasan,Gandhinagar,,Semi,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,15000
2605,2BHK,House,Full,Any,Sector 6,Gandhinagar,,Fully,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,20000
2606,2BHK,Room,Full,Family,Infocity,Gandhinagar,,Basic,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,26000
2607,1BHK,House,Sharing,Family,Sargasan,Gandhinagar,,Semi,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,21000
2608,3BHK,Tenament,Full,Family,Sector 6,Gandhinagar,,Basic,Yes,Yes,No,No,Yes,Yes,No,Yes,No,28000
2609,1BHK,Room,Sharing,Family,Vavol,Gandhinagar,,Fully,Yes,No,No,Yes,Yes,Yes,No,Yes,No,10000
2610,2BHK,Tenament,Full,Girls,Sector 6,Gandhinagar,,Fully,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,17000
2611,3BHK,Room,Sharing,Boys,Infocity,Gandhinagar,,Fully,Yes,No,No,No,No,Yes,Yes,Yes,Yes,35000
2612,3BHK,Tenament,Full,Any,Infocity,Gandhinagar,,Semi,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,44000
2613,3BHK,Flat,Full,Any,Sector 13,Gandhinagar,,Basic,No,Yes,Yes,No,No,Yes,No,Yes,Yes,16000
2614,3BHK,Flat,Full,Boys,Raysan,Gandhinagar,,Fully,No,No,Yes,No,No,Yes,Yes,Yes,No,27000
2615,2BHK,Flat,Full,Girls,Vavol,Gandhinagar,,Semi,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,17000
2616,3BHK,Flat,Full,Girls,Sargasan,Gandhinagar,,Semi,Yes,Yes,Yes,No,No,Yes,No,Yes,No,40000
2617,3BHK,Tenament,Full,Family,Raysan,Gandhinagar,,Semi,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,30000
2618,2BHK,Flat,Sharing,Family,Sector 3,Gandhinagar,,Fully,No,No,Yes,No,No,Yes,Yes,Yes,No,13000
2619,3BHK,Room,Sharing,Family,Infocity,Gandhinagar,,Semi,No,No,Yes,No,Yes,Yes,No,Yes,Yes,37000
2620,1BHK,Flat,Sharing,Family,Kudasan,Gandhinagar,,Fully,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,18000
2621,2BHK,Flat,Full,Girls,Raysan,Gandhinagar,,Semi,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,20000
2622,2BHK,House,Full,Boys,Vavol,Gandhinagar,,Basic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,17000
2623,3BHK,Flat,Sharing,Boys,Sector 13,Gandhinagar,,Semi,No,No,Yes,No,No,Yes,Yes,Yes,No,17000
2624,1BHK,Tenament,Sharing,Boys,Sector 2,Gandhinagar,,Semi,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,14000
2625,3BHK,Flat,Full,Girls,Sector 2,Gandhinagar,,Basic,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,31000
2626,2BHK,Tenament,Sharing,Any,Sector 5A,Gandhinagar,,Basic,No,Yes,Yes,No,No,Yes,No,Yes,No,16000
2627,1BHK,Room,Sharing,Family,Sector 2,Gandhinagar,,Fully,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,14000
2628,1BHK,Tenament,Sharing,Girls,Infocity,Gandhinagar,,Semi,Yes,Yes,Yes,No,No,Yes,No,Yes,No,19000
2629,1BHK,Flat,Full,Any,Sargasan,Gandhinagar,,Semi,No,No,Yes,No,Yes,Yes,No,Yes,No,15000
2630,2BHK,Flat,Full,Any,Sector 13,Gandhinagar,,Basic,Yes,Yes,Yes,No,No,Yes,No,Yes,No,13000
2631,2BHK,House,Sharing,Family,Sector 13,Gandhinagar,,Basic,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,10000
2632,3BHK,Tenament,Full,Girls,Vavol,Gandhinagar,,Basic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,21000
2633,2BHK,House,Full,Any,Sector 2,Gandhinagar,,Fully,Yes,No,No,No,Yes,Yes,Yes,Yes,No,24000
2634,3BHK,Room,Full,Any,Raysan,Gandhinagar,,Basic,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,28000
2635,1BHK,Tenament,Full,Family,Sargasan,Gandhinagar,,Semi,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,14000
2636,1BHK,House,Sharing,Any,Sector 13,Gandhinagar,,Fully,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,8000
2637,1BHK,Tenament,Full,Boys,Vavol,Gandhinagar,,Semi,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,9000
2638,2BHK,Flat,Sharing,Girls,Sargasan,Gandhinagar,,Semi,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,25000
2639,3BHK,House,Full,Family,Sector 13,Gandhinagar,,Semi,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,18000
2640,2BHK,Flat,Sharing,Girls,Infocity,Gandhinagar,,Semi,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,29000
2641,2BHK,Room,Sharing,Boys,Sector 2,Gandhinagar,,Basic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,20000
2642,2BHK,Flat,Full,Family,Sector 2,Gandhinagar,,Semi,Yes,Yes,No,No,No,Yes,No,Yes,No,19000
2643,1BHK,House,Full,Any,Sector 6,Gandhinagar,,Semi,Yes,No,No,No,No,Yes,No,Yes,No,10000
2644,1BHK,Tenament,Full,Family,Sector 6,Gandhinagar,,Semi,Yes,Yes,Yes,No,No,Yes,No,Yes,No,11000
2645,1BHK,Room,Full,Family,Sector 6,Gandhinagar,,Semi,Yes,No,No,No,No,Yes,Yes,Yes,Yes,11000
2646,3BHK,Room,Full,Any,Sargasan,Gandhinagar,,Semi,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,32000
2647,3BHK,Room,Sharing,Girls,Sector 3,Gandhinagar,,Fully,No,No,No,No,Yes,Yes,No,Yes,No,19000
2648,3BHK,Room,Full,Any,Kudasan,Gandhinagar,,Basic,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,34000
2649,1BHK,Tenament,Full,Girls,Sector 13,Gandhinagar,,Semi,No,Yes,No,No,Yes,Yes,No,Yes,No,8000
2650,3BHK,Flat,Sharing,Boys,Sargasan,Gandhinagar,,Fully,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,35000
2651,3BHK,House,Full,Girls,Sargasan,Gandhinagar,,Fully,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,33000
2652,1BHK,Tenament,Sharing,Any,Sector 6,Gandhinagar,,Basic,No,No,No,Yes,No,Yes,Yes,Yes,No,12000
